annee,boite,carburant,departement,kilometrage,prix,titre,ville
2014,Automatique,Diesel,68000,69900,20990,MERCEDES CLASSE CLA 220 CDI FASCINATION 170 GARANTIE 6MOIS,Colmar Centre
2016,Automatique,Diesel,33700,138000,21990,MERCEDES-BENZ CLASSE CLA FASCINATION PACK AMG SHOOTING BRAKE PHASE 2 220 CDI 2.1 CDI 7G-DCT 177 CV B,Mérignac
2017,Automatique,Diesel,57220,83000,24290,CLA SHOOTING BREAK AMG,Boulay-Moselle
2014,Automatique,Essence,70170,65000,31990,MERCEDES GLA 45 AMG PERFORMANCE,Villers-sur-Port
2017,Manuelle,Diesel,16000,67000,24600,MERCEDES BENZ,Angoulême
2012,Manuelle,Diesel,33160,144000,9990,MERCEDES-BENZ CLASSE B (W246) B 180 CDI 1.8 CDI 16V BLUEEFFICIENCY 109 CV,Saint-Médard-en-Jalles
2014,Automatique,Diesel,6400,79000,21990,MERCEDES-BENZ CLASSE CLA 180D FASCINATION 1.5 CDI 109 CV - GARANTIE 3 MOIS,Cannes
2015,Automatique,Diesel,38170,78000,19499,MERCEDES CLA CLASSE 220 CDI 177 SENSATION 78000KMS,Seyssinet-Pariset
2014,Automatique,Diesel,62360,114660,23990,MERCEDES CLA 220 CDI 170 CV BVA GPS TEL TO (KS MOTORS),Saint-Léonard
2017,Manuelle,Diesel,91940,53500,25490,MERCEDES CLA CLASSE 180 D 7-G DCT FASCINATION,Les Ulis
2015,Automatique,Diesel,67520,130127,18990,MERCEDES CLA CLASSE SHOOTING BRAKE 220 CDI SENSATION 7-G DCT A,Marlenheim
2017,Automatique,Essence,37700,36500,49890,MERCEDES CLA 45 AMG 380 CH 7G/DCT 4MATIC RECARO HK TOE,Saint-Pierre-des-Corps
2015,Manuelle,Essence,84000,130000,12500,MERCEDES CLA 180 ESS CAMERA GPS 12500EUROS,Avignon
2017,Automatique,Diesel,44300,75000,26500,CLA 220 D,Nantes
2016,Automatique,Diesel,12400,54400,23600,MERCEDES CLA SHOOTING BREAK FASCINATION,Saint-Affrique
2016,Automatique,Diesel,64480,80000,24490,MERCEDES CLA CLASSE 220 D SENSATION 7-G DCT A,Larressore
2021,Automatique,Hybride,88000,11,54900,DS DS 9 RIVOLI 225 E-TENSE HYBRIDE RECHARGEABLE / 649EURO MENSUEL GARANTIE ET ENTRETIEN INCLUS,Epinal
2021,Automatique,Hybride,88000,10,649,DS DS9 225 E-TENSE RIVOLI / LOA 649EURO MENSUEL / PAS DE MALUS PAS DE TVS EN STOCK DISPONIBLE,Epinal
2021,Automatique,Essence,88000,6500,435,DS DS 3 CROSSBACK PURETECH 155 PERFORMANCE LINE +,Epinal
2021,Automatique,Essence,88000,11,30950,DS DS 3 CROSSBACK PURETECH 130 SO CHIC BVA 8 / GPS / LED / CAMERA / LOA 376EURO MENSUEL,Epinal
2018,Automatique,Diesel,88000,69000,37990,MERCEDES GLC GLC 220 D 4MATIC SPORTLINE PACK AMG / ATTELAGE / CAMERA / GPS / HAYON /GARANTIE 12 MOIS,Epinal
2015,Automatique,Diesel,59890,83783,26990,MERCEDES CLASSE CLA 220 CDI 177 CH BVA GPS FASCINATION 83.783KM,Quesnoy-sur-Deûle
2021,Automatique,Essence,88000,6500,35900,DS DS3 CROSSBACK PURETECH 155 / PERFORMANCE LINE + / LOA435EURO MENSUEL PAR MOIS / GARANTIE 24 MOIS,Epinal
2017,Automatique,Diesel,14290,68000,20990,CLA 200D SHOOTING BREAK BA7,La Vespière-Friardel
2020,Automatique,Diesel,6400,18000,34990,MERCEDES CLA CLASSE 180 D AMG LINE FASCINATION,Cannes Pointe-Croisette
2016,Automatique,Diesel,6000,57000,20990,MERCEDES CLASSE C 200D 7G-TRONIC EXÉCUTIVE.PLUS,Nice Madeleine
2005,Automatique,Essence,13200,139000,39900,MERCEDES G 500 V8 AMG GARANTIE 12 MOIS,Arles
2019,Automatique,Essence,13012,50000,49990,MERCEDES A35 AMG PACK BRABUS 306CV 4 MATIC / FULL OPTIONS / MILLTEK / RECARO F1 / BURMESTER / JA 19,Marseille 12e Arrondissement
2014,Automatique,Essence,24100,89500,26900,MERCEDES CLASSE CLA 250 (C117) 211 CH FACINATION (PACK AMG) 4-MATIC 7G-DCT 89500KM,Bergerac
2016,Automatique,Diesel,91940,136900,19990,MERCEDES CLA CLASSE 220 D 4MATIC INSPIRATION 7-G DCT A,Les Ulis
2016,Automatique,Essence,75005,59000,42490,BMW M2 DKG 370CH GARANTIE BMW 09/2022 PREMIÈRE MAIN,Paris
2015,Automatique,Diesel,51370,80028,19990,MERCEDES CLA CLASSE 200 CDI 4MATIC INSPIRATION 7-G DCT A,Champigny
2020,Automatique,Diesel,44800,25000,37990,MERCEDES CLA CLASSE COUPE 200 D 8G-DCT AMG LINE,Saint-Herblain
2018,Automatique,Diesel,24000,127000,16900,BMW 318 D SERIE 3 GT 318D 150 CV BVA LOUNGE,Périgueux
2016,Automatique,Diesel,73460,60000,23990,CLASSE B 220D 177 FASCINATION 4MATIC 7G-DCT AMG LINE 04/2016 TOIT PANO SEMI CUIR CAMERA,Frontenex
2013,Automatique,Essence,95130,58000,20990,MERCEDES CLA 180 PACK AMG FASCINATION 58000KM,Le Plessis-Bouchard
2016,Automatique,Diesel,31400,143000,20990,MERCEDES CLA 220 D 170 CV FASCINATION SHOOTING BRAKE,Toulouse Pont Demois.-Montaudran-la Terrasse
2011,Manuelle,Essence,45400,112000,8980,MERCEDES CLASSE B 180 PHASE 2 ESSENCE 116CV 2011,Semoy
2011,Automatique,Diesel,42000,200000,10990,C250 AMG BI-TURBO 204CV 4MATIC/7G-TRONIC.GPS.CUIR.CT OK,Saint-Etienne
2017,Automatique,Diesel,76160,60200,31990,AUDI A5 COUPÉ AVUS 2.0 TDI 190CV - BOITE AUTOMATIQUE - EXCELLENT ÉTAT,Saint-Jacques-sur-Darnétal
2018,Automatique,Diesel,93200,79455,18900,MERCEDES CLASSE CLA BUSINESS 200 D 7-G DCT BUSINESS EXECUTIVE EDITION/08-2018,Saint-Denis
2016,Automatique,Essence,14200,58950,24850,CLASSE CLA SHOOTING BRAKE 200 7GTRO URBAN SENSATION,Hérouville-Saint-Clair
2013,Automatique,Hybride,34430,119900,8500,TOYOTA AURIS I PHASE 2 HSD 136H DYNAMIC,Saint-Jean-de-Védas
2016,Automatique,Essence,43210,70000,34990,MERCEDES A45 AMG 4 MATIC TURBO PACK AÉRO FULL OPTIONS PHASE 2,Bas-en-Basset
2015,Automatique,Diesel,78180,112200,18800,MERCEDES CLA CLASSE SHOOTING BRAKE 200D 7G SENSATION,Montigny-le-Bretonneux Le Village
2018,Manuelle,Essence,8300,72000,21000,MERCEDES CLA,Rethel
2015,Automatique,Diesel,26600,169000,18490,MERCEDES CLA CLASSE SHOOTING BREAK 200 CDI BVA7G,La Roche-de-Glun
2014,Manuelle,Diesel,84170,178000,14000,MERCEDES CLA CLASSE SENSATION 200 1.8 CDI 136 CV,Monteux
2014,Automatique,Diesel,11100,168000,16990,MERCEDES-BENZ CLASSE CLA COUPÉ 220 2.1 CDI 170 CV,Narbonne
2018,Automatique,Diesel,46000,27990,28590,MERCEDES CLA CLASSE SHOOTING BRAKE 200 D 7G-DCT STARLIGHT EDITION,Cahors
2016,Automatique,Essence,26600,81000,37490,MERCEDES CLA CLASSE 45 AMG BVA SPEEDSHIFT DCT,La Roche-de-Glun
2018,Automatique,Diesel,84000,29000,19990,MERCEDES-BENZ CLASSE A 180 D 109 7G-DCT SENSATION - 29 000 KMS,Avignon
2013,Automatique,Diesel,34170,159500,17200,MERCEDES CLA CLASSE 220 CDI FASCINATION 7-G DCT A,Castelnau-le-Lez
2016,Automatique,Diesel,35230,76000,21000,MERCEDES CLA CLASSE 220D 7G-DCT 177 SENSATION,Orgères
2016,Automatique,Diesel,34670,60000,27490,MERCEDES CLASSE C 220D BREAK 170CV SPORTLINE AMG,Baillargues
2016,Automatique,Essence,75005,16000,62000,AUDI TT-RS GARANTIE AUDI 12/2021 ECHAPPEMENT SPORT RS  PACK CARBONE,Paris 5e Arrondissement
2016,Automatique,Diesel,87280,72000,26990,MERCEDES CLA CLASSE 220D 177CV BVA FASCINATION AMG,Limoges Beaubreuil Limoges Nord
2016,Automatique,Diesel,74000,88000,21600,MERCEDES-BENZ CLASSE CLA 200D FASCINATION 7G-DCT,Annecy
2013,Automatique,Diesel,84000,127500,21490,MERCEDES CLA CLASSE 220 CDI FASCINATION 7-G,Avignon
2015,Automatique,Diesel,59890,83783,26990,MERCEDES CLASSE CLA 220 CDI 177 CH BVA GPS FASCINATION 83.783KM,Quesnoy-sur-Deûle
2015,Automatique,Diesel,75017,94115,20990,MERCEDES CLA CLASSE SHOOTING BRAKE 220 AMG FASCINATION,Paris 17e Arrondissement
2015,Automatique,Essence,84210,52500,34500,MERCEDES CLA 45 SB,Pernes-les-Fontaines
2009,Automatique,Diesel,33160,145000,9999,MERCEDES-BENZ CLASSE BERLINE C 220 CDI 170CV BOÎTE AUTO AVANTGARDE,Saint-Médard-en-Jalles
2020,Automatique,Essence,31000,10622,41590,MERCEDES CLA 250 AMG LINE PACK NIGHT - TOIT OUVRANT,Toulouse
2016,Automatique,Diesel,73460,60000,23990,CLASSE B 220D 177 FASCINATION 4MATIC 7G-DCT AMG LINE 04/2016 TOIT PANO SEMI CUIR CAMERA,Frontenex
2019,Automatique,Essence,69007,14497,32490,MERCEDES A 220 AMG LINE 190 CH - AUTRES DISPO,Lyon
2019,Automatique,Essence,31000,30500,32590,MERCEDES A 220 AMG LINE NIGHT - DIVERS DISPO,Toulouse
2020,Automatique,Hybride,63100,14000,46990,MERCEDES-BENZ CLA 250 E 160+102CV SB AMG TOIT PANO PACK NIGH LED CAMERA,Clermont-Ferrand Herbet-Saint-Jean-Brézet
2020,Automatique,Essence,31000,22000,33990,MERCEDES CLA 200 AMG LINE 163 CH - CAMÉRA 360°,Toulouse
2017,Automatique,Diesel,83400,97000,25500,MERCEDES CLA SHOOTING BREAK 220D FASCINATION,Hyères
2017,Automatique,Diesel,60000,68000,26999,MERCEDES CLASSE CLA 220 D PACK AMG 7-G DCT FASCINATION + TOIT OUVRANT PANORAMIQUE,Beauvais
2019,Automatique,Diesel,44600,38200,28500,MERCEDES CLA COUPÉ 200D STARLIGHT EDITION DCT,Saint-Nazaire Brais
2005,Automatique,Essence,13200,139000,39900,MERCEDES G 500 V8 AMG GARANTIE 12 MOIS,Arles
2016,Automatique,Diesel,6400,32900,31690,MERCEDES CLASSE E CABRIOLET SPORTLINE AMG BLUETEC,Cannes Pointe-Croisette
2018,Automatique,Essence,31590,40607,27744,MERCEDES CLA CLASSE 180 SHOOTING BRAKE 7G AMG LINE,Verfeil
2019,Automatique,Diesel,66000,85000,29999,MERCEDES CLA 200 CDI,Perpignan
2016,Automatique,Essence,76370,120000,32000,GLA 45 AMG PHASE 2 381CV,Dieppe Neuville-lès-Dieppe
2015,Automatique,Essence,75005,54000,29889,BMW 435I GRANCOUPÉ PACK M XDRIVE GARANTIE BMW,Paris 5e Arrondissement
2016,Manuelle,Diesel,14280,101900,20990,MERCEDES CLA CLASSE 180 CDI FASCINATION / AMG /TO,Saint-Contest
2019,Manuelle,Essence,80090,24950,29999,MERCEDES CLASSE CLA 200 AMG LINE + TOIT OUVRANT PANO,Amiens -Val d'Avre
2016,Automatique,Essence,57270,50000,23990,MERCEDES CLA 200 FASCINATION PACK AMG COMPLET 7G-DCT TOIT 51.000KM 2016,Uckange
2010,Manuelle,Diesel,59000,90000,450,"4 JANTES ALU ""16 MERCEDES CLASSE C  E   SLK  CLK  A  B   CLA",Lille
2016,Automatique,Diesel,69380,114000,21990,MERCEDES CLA CLASSE 200 D 2.2 CDI 136 CH FASCINATION PACK AMG 7G-DCT - GARANTIE 6 MOIS,Lozanne
2016,Automatique,Diesel,33520,135000,21990,MERCEDES CLA CLASSE FASCINATION AMG 220 SHOOTING,Bruges
2015,Manuelle,Diesel,91230,107000,22900,MERCEDES-BENZ CLASSE CLA,Montgeron
2020,Automatique,Diesel,33160,52000,30990,MERCEDES-BENZ CLASSE A IV (W177) 200D A200 D 150CH AMG LINE 8G-DCT,Saint-Médard-en-Jalles
2017,Automatique,Diesel,13170,118000,23200,MERCEDES CLA 220 FASCINATION AMG,Les Pennes-Mirabeau Plan de Campagne Village
2015,Automatique,Diesel,52000,79000,19530,MERCEDES CLASSE A 180 D 7G-DCT FASCINATION GARANTIE,Chaumont
2017,Manuelle,Essence,31000,48992,21390,MERCEDES A 180 FASCINATION AMG WHITE ART - AUTRES DISPO,Toulouse
2017,Manuelle,Essence,69007,39597,20990,MERCEDES A 180 FASCINATION AMG 122 CH - DIVERS DISPO,Lyon
2016,Automatique,Essence,69007,65204,27290,MERCEDES A 250 FASCINATION AMG SPORT 218 CH - AUTRES DISPO,Lyon
2016,Automatique,Essence,31000,75477,26990,MERCEDES A 250 4M FASCINATION AMG SPORT 218 CH - TOIT OUVRANT,Toulouse
2018,Automatique,Diesel,34170,75000,24990,MERCEDES CLA CLASSE COUPE 180 D 110 FASCINATION AMG BV 7G-DCT,Castelnau-le-Lez
2017,Automatique,Essence,39200,67000,66990,MERCEDES CLASSE C BENZ C63S V8 510 AMG 66000 2017,Saint-Claude
2016,Automatique,Diesel,33370,103713,22990,MERCEDES CLA CLASSE 220 D 7-G DCT SENSATION,Artigues-près-Bordeaux
2017,Automatique,Essence,31000,77756,25290,MERCEDES GLA 180 SENSATION URBAN TOIT OUVRANT - AUTRES DISPO,Toulouse
2018,Automatique,Essence,31000,65791,30190,MERCEDES CLA 250 FASCINATION AMG SPORT 218 CH - AUTRES DISPO,Toulouse
2005,Automatique,Essence,13200,139000,39900,MERCEDES G 500 V8 AMG GARANTIE 12 MOIS,Arles
2017,Automatique,Essence,31000,69509,23990,MERCEDES CLA 180 FASCINATION AMG 7G - AUTRES MODÈLES DISPO,Toulouse
2016,Automatique,Essence,39200,23000,32990,MERCEDES CLA BENZ 250 4MATIC 23000 2016 1°MAIN,Saint-Claude
2017,Automatique,Diesel,39200,83000,25990,BMW SÉRIE 3 320D XDRIVE 190 PACK M 4X4 83000 2017,Saint-Claude
2016,Manuelle,Diesel,34430,77000,8990,PEUGEOT 208 1.6 BLUE HDI 77.000KM,Saint-Jean-de-Védas
2015,Automatique,Diesel,59890,83783,26990,MERCEDES CLASSE CLA 220 CDI 177 CH BVA GPS FASCINATION 83.783KM,Quesnoy-sur-Deûle
2012,Automatique,Diesel,39200,136,22990,BMW SÉRIE 5 535 DA 3.0 XDRIVE 313 LUXE PACK M,Saint-Claude
2016,Automatique,Diesel,94120,68000,22590,MERCEDES CLA 2.2L CDI 7G TRONIC SENSATION,Fontenay-sous-Bois
2015,Automatique,Essence,35600,89900,23990,MERCEDES CLA CLASSE SHOOTING BRAKE 200 AMG LINE 7-G DCT A,Redon
2017,Manuelle,Essence,60200,71000,23990,MERCEDES CLA 180 122 CV BVM6 FASCINATION,Compiègne
2014,Automatique,Diesel,3410,146500,17490,MERCEDES CLA CLASSE 200 1.8 CDI 7G-DCT 136 SENSATION,Domérat
2019,Automatique,Diesel,39200,84000,22990,AUDI A3 SPORTBACK 35 2.0 D 150 84000 2019 1°MAIN,Saint-Claude
2018,Automatique,Essence,59600,28900,24990,MERCEDES CLA 180 PACK AMG 1.6L 122 CV * 28 900 KM * BOITE AUTOMATIQUE * LUXAUTO,Maubeuge
2016,Automatique,Diesel,73460,60000,23990,CLASSE B 220D 177 FASCINATION 4MATIC 7G-DCT AMG LINE 04/2016 TOIT PANO SEMI CUIR CAMERA,Frontenex
2018,Automatique,Essence,59600,59800,21990,MERCEDES CLA* SHOOTING BRAKE * 180 * 59 800 KM * 11 / 2017 * GPS * LUXAUTO,Maubeuge
2018,Automatique,Diesel,39200,158,21990,AUDI A6 SW 2.0 TDI 190 ULTRA 158000 2018 1°MAIN,Saint-Claude
2014,Manuelle,Essence,54000,175000,17000,MERCEDES CLA AMG LINE,Nancy
2017,Automatique,Diesel,71000,43600,27990,MERCEDES CLA CLASSE 220 D 7-G DCT 4MATIC SENSATION,Mâcon
2016,Automatique,Diesel,26200,90527,18890,MERCEDES CLA CLASSE 180 D 7-G DCT SENSATION,Montélimar
2016,Manuelle,Diesel,8110,81500,18990,MERCEDES CLASSE CLA 200 2.0L CDI 136CV,Carignan We
2015,Manuelle,Diesel,39200,115,18990,AUDI A3 SPORTBACK 2.0 TDI 184 SLINE 115000 2015,Saint-Claude
2018,Automatique,Diesel,47510,26000,24490,MERCEDES CLA CLASSE SHOOTING BRAKE 180D SENSATION,Foulayronnes Le Rouge
2017,Manuelle,Diesel,19100,70780,25990,MERCEDES CLA CLASSE 200 D FASCINATION,Brive-la-Gaillarde
2018,Automatique,Diesel,75012,57500,26500,MERCEDES CLA 200 CDI SHOOTINGBREAK,Paris
2014,Automatique,Essence,59390,40000,23990,"MERCEDES CLASSE CLA 250 7G-TRONIC 2.0 211CH ""1ÈRE MAIN/40000KM/SUIVI COMPLET MERCEDES""",Toufflers
2015,Manuelle,Diesel,69006,150000,16500,MERCEDES BENZ CLASSE CLA SENSATION 180 1.5 CDI 7G BOÎTE AUTO TVA RECUPERABLE IDEM A5 CLASSE C S,Lyon 6e Arrondissement
2016,Automatique,Diesel,6250,82500,27490,MERCEDES CLA CLASSE PHASE 2 220 CDI 7G-DCT 177CH FASCINATION AMG - GARANTIE 10 MOIS,Mougins
2014,Manuelle,Diesel,39200,134,14990,AUDI A3 2.0 SPORTBACK 150 AMBITION QUATTRO 2014,Saint-Claude
2020,Automatique,Essence,69007,13500,33690,MERCEDES CLA 180 AMG LINE SHOOTING BRAKE - AUTRES DISPO,Lyon
2016,Automatique,Diesel,95330,96400,20990,MERCEDES CLA (2) 180 D BUSINESS EXECUTIVE 7G-DCT TOIT OUVRANT GARANTIE,Domont
2019,Automatique,Essence,69007,39962,27690,MERCEDES A 180 PROGRESSIVE LINE PACK NIGHT - AUTRES DISPO,Lyon
2017,Manuelle,Diesel,39200,60000,14990,PEUGEOT 508 2.0 BHDI 150 ALLURE 61000 2018 1°MAIN,Saint-Claude
2012,Manuelle,Diesel,34430,139900,4500,CITROEN C3 1.4 HDI 70 CH ENTREPRISE,Saint-Jean-de-Védas
2016,Automatique,Diesel,56200,60000,24000,MERCEDES CLASSE CLA 200D,La Gacilly
2016,Automatique,Diesel,38200,38756,28690,MERCEDES CLA CLASSE 200 D 7-G DCT FASCINATION,Vienne
2017,Manuelle,Diesel,59134,81350,22990,CLA SHOOTING BRAKE 200 D 136CH FULL-LED CUIR SPORT GRAND GPS TÉL RÉGUL CAMÉRA CLIM JA18P 1°MAIN,Herlies
2019,Manuelle,Essence,69006,6336,34560,MERCEDES-BENZ CLA 180 AMG LINE FASCINATION,Lyon 6e Arrondissement
2018,Automatique,Diesel,69006,47282,31290,MERCEDES-BENZ CLA 220D 4MATIC AMG FASCINATION,Lyon 6e Arrondissement
2015,Automatique,Diesel,59890,83783,26990,MERCEDES CLASSE CLA 220 CDI 177 CH BVA GPS FASCINATION 83.783KM,Quesnoy-sur-Deûle
2017,Automatique,Diesel,69006,49990,27590,MERCEDES CLA 220 D COUPÉ AMG FASCINATION,Lyon 6e Arrondissement
2018,Automatique,Essence,31000,47456,35290,MERCEDES A 250 AMG LINE 224 CH TOIT OUVRANT - AUTRES DISPO,Toulouse
2019,Automatique,Essence,31000,38546,30890,MERCEDES A 180 AMG LINE BURMESTER - AUTRES DISPO,Toulouse
2016,Automatique,Diesel,61500,98800,22900,MERCEDES 200 CLA SHOOTING BRAKE,Sées
2005,Automatique,Essence,13200,139000,39900,MERCEDES G 500 V8 AMG GARANTIE 12 MOIS,Arles
2019,Automatique,Essence,31000,41030,30890,MERCEDES A 200 AMG LINE NIGHT 163 CH - AUTRES DISPO,Toulouse
2015,Automatique,Diesel,88200,107000,16990,MERCEDES -BENZ CLASSE A 3 (W176) 200 CDI SENSATION,Saint-Nabord -Peuxy
2015,Automatique,Diesel,12450,77000,24000,MERCEDES CLA SHOOTING BREAK 177CV,Flavin
2017,Manuelle,Diesel,39200,86000,12990,AUDI A1 COUPE TDI 90 ULTRA 86000 2017 1°MAIN,Saint-Claude
2015,Automatique,Diesel,67000,115000,18500,MERCEDES CLA 220D 177CV,Strasbourg
2015,Manuelle,Diesel,62000,75000,20990,MERCEDES CLA CLASSE SHOOTING BREAK 136 CH BUSINESS GARANTIE 6 MOIS,Arras
2008,Manuelle,Diesel,39200,165,11990,AUDI TT II 2.0 TDI 170 QUATTRO LUXE 165000 4X4,Saint-Claude
2016,Automatique,Diesel,73460,60000,23990,CLASSE B 220D 177 FASCINATION 4MATIC 7G-DCT AMG LINE 04/2016 TOIT PANO SEMI CUIR CAMERA,Frontenex
2015,Automatique,Diesel,68520,91000,23900,CLA PACK AMG 4 MATTIC 220D,Burnhaupt-le-Bas
2016,Manuelle,Diesel,60180,123000,16990,MERCEDES-BENZ CLASSE CLA 180 SHOOTING BRAKE 1.5 CDI 109 CV GARANTIE 12 MOIS,Nogent-sur-Oise
2014,Automatique,Essence,84000,65000,21990,MERCEDES CLASSE A 250 2.0 T 211 SPORT AMG 7G-DCT - 2014 - 65 000 KMS,Avignon
2016,Automatique,Diesel,75005,112000,21970,BMW 120D F20 PACK M 190CH GARANTIE BMW 12 MOIS ,Paris 5e Arrondissement
2015,Automatique,Essence,75005,89000,38900,AUDI RS3 SPORTBACK 2.5 TFSI 367CH ECHAPPEMENT SPORT RS PACK CARBONE B&O,Paris 5e Arrondissement
2015,Automatique,Diesel,84000,79000,19500,MERCEDES CLASSE A 200 CDI 7G FASCINATION PACK AMG TOIT OUVRANT GPS CAMERA 19500EUROS,Avignon
2013,Automatique,Essence,17800,117000,21000,CLASSE A 250 AMG SPORT,Pons
2016,Automatique,Diesel,2100,98000,22499,MERCEDES BENZ CLASSE A PHASE 2 200 D 16V 7G-DCT 136 CV BOITE AUTO PACK AMG,Saint-Quentin
2012,Automatique,Essence,94440,110000,4000,SMART FORTWO PASSION 1L TURBO 84CV,Marolles-en-Brie
2013,Manuelle,Essence,91120,196000,16000,MERCEDES-BENZ CLASSE CLA COUPÉ 200 1.6I,Palaiseau
2016,Automatique,Diesel,55130,100100,24900,CLA SHOOTING BREAK 220 D AMG,Gondrecourt-le-Château
2017,Automatique,Diesel,62300,49976,30000,MERCEDES CLASSE CLA,Lens
2018,Automatique,Diesel,31240,35000,28990,MERCEDES CLA CLASSE 200 D 7G-DCT FASCINATION,L'Union
2020,Automatique,Diesel,31000,9987,34190,MERCEDES CLA 180 D PROGRESSIVE LINE - AUTRES DISPO,Toulouse
2015,Automatique,Diesel,80000,79000,25000,MERCEDES CLA CLASSE SHOOTING BRAKE 220 D,Amiens
2017,Automatique,Diesel,57200,60750,26490,CLASSE A 200D AMG BVA7 WHITE ART EDITION GPS LED 18P 329/MOIS,Sarreguemines
2015,Automatique,Diesel,3190,66000,22500,MERCEDES CLASSE C CLA 220 CDI BVA 2015 66000KM,Vaux
2017,Automatique,Diesel,69800,100000,20990,MERCEDES-BENZ CLASSE CLA 200 2.1 CDI 16V 7G-DCT 136 CV,Saint-Priest
2015,Manuelle,Diesel,60200,41000,20490,MERCEDES CLASSE A 200 CDI 136CV BVM FASCINATION - PACK AMG - CAMERA DE RECUL - TOIT OUVRANT - GPS,Compiègne
2019,Automatique,Essence,31000,24645,33290,MERCEDES A 220 AMG LINE 190 CH - AUTRES DISPO,Toulouse
2014,Automatique,Diesel,39220,149000,19850,BMW 320 XDRIVE F34,Les Rousses
2020,Manuelle,Essence,69002,18960,34990,MERCEDES CLA CLASSE SHOOTING BRAKE 200-AMG LINE-TOIT OUVRANT-BOULE ATTELAGE,Lyon
2016,Automatique,Diesel,45120,82433,24500,MERCEDES CLA 200 7G,Corquilleroy
2014,Automatique,Diesel,13190,60000,24990,MERCEDES CLASSE C SPORTLINE 220D 170CV 7G-TRONIC / LED / SUIVI MERCEDES / BURMESTER / JA 18,Allauch
2005,Automatique,Essence,13200,139000,39900,MERCEDES G 500 V8 AMG GARANTIE 12 MOIS,Arles
2014,Manuelle,Essence,54000,140000,15800,MERCEDES CLASSE CLA,Nancy
2015,Automatique,Diesel,84000,90000,23990,MERCEDES CLASSE CLA 220 CDI FASCINATION PACK AMG TOIT OUVRANT HARMAN KARDON,Avignon
2017,Automatique,Diesel,57200,56300,31900,CLA 220D 177 CH AMG BVA TO LED CAMERA HARMAN 399/MOIS,Sarreguemines
2011,Manuelle,Essence,76620,150000,11900,AUDI TT,Le Havre
2015,Automatique,Diesel,59890,83783,26990,MERCEDES CLASSE CLA 220 CDI 177 CH BVA GPS FASCINATION 83.783KM,Quesnoy-sur-Deûle
2014,Manuelle,Diesel,85600,125000,17990,MERCEDES CLA,Montaigu-Vendée
2014,Manuelle,Diesel,44160,147000,15200,MERCEDES CLA200,Pontchâteau
2008,Manuelle,Diesel,62800,200000,3990,MERCEDES CLASSE E200 CDI PACK ÉLÉGANCE MARCHAND / GARANTIE,Liévin
2014,Automatique,Essence,35600,68900,26990,MERCEDES CLA CLASSE SHOOTING BRAKE 250 4MATIC FASCINATION 7-G DCT A,Redon
2014,Manuelle,Diesel,59224,87500,19000,CLA 200,Monchaux-sur-Ecaillon
2016,Automatique,Essence,78340,54000,29990,MERCEDES CLA CLASSE 250 BVA 211CH 7G PACK AMG,Les Clayes-sous-Bois
2017,Automatique,Essence,17700,55000,26000,MERCEDES CLA AMG,Surgères
2016,Automatique,Diesel,73460,60000,23990,CLASSE B 220D 177 FASCINATION 4MATIC 7G-DCT AMG LINE 04/2016 TOIT PANO SEMI CUIR CAMERA,Frontenex
2019,Automatique,Diesel,18230,28517,29890,MERCEDES CLA CLASSE SHOOTING BRAKE 200 D 7G-DCT FASCINATION,Saint-Doulchard
2015,Automatique,Diesel,49000,188000,18990,MERCEDES CLA CLASSE 220 CDI FASCINATION AMG 163,Angers
2016,Automatique,Diesel,82400,67500,23800,MERCEDES CLA 2016,Valence
2016,Automatique,Diesel,59690,77968,23290,MERCEDES CLA 200 CDI 136 PACK AMG 7G-TRONIC / 77968KM 2061 CARNET COMPLET / XENON CAMERA JA18 GPS,Vieux-Condé
2014,Automatique,Diesel,3410,132000,18490,MERCEDES CLA CLASSE COUPÉ 200 1.8 CDI TURBO 7G-DCT 136 SENSATION,Domérat
2016,Automatique,Diesel,33160,136000,18490,MERCEDES-BENZ CLASSE A III (W176) 200 D PHASE 2 FASCINATION 136CH 7G-DCT PACK AMG TOIT OUVRANT,Saint-Médard-en-Jalles
2013,Manuelle,Diesel,57500,105000,13500,MERCEDES B200 CDI FASCINATION BLANCHE,Saint-Avold
2015,Automatique,Diesel,59300,68000,26200,MERCEDES BENZ CLA 220 CDI 177CH 7G DCT SHOOTING BRAKE PACK AMG FASCINATION,Valenciennes
2017,Manuelle,Essence,69006,13000,19000,MERCEDES CLASSE A 180 SENSATION EXCLUSIVE,Lyon 6e Arrondissement
2019,Automatique,Essence,95110,12000,37990,MERCEDES CLA 200 PACK AMG FASCINATION,Sannois
2016,Manuelle,Diesel,56000,67800,17900,MERCEDES CLA CLASSE SHOOTING BRAKE BUSINESS 180 D,Vannes
2014,Automatique,Essence,85370,75000,25990,MERCEDES-BENZ CLA 250 4 MATIC 211CV,Le Langon
2019,Automatique,Diesel,91100,32000,28000,MERCEDES CLA 200,Corbeil-Essonnes
2017,Automatique,Diesel,62240,49000,25500,MERCEDES CLASSE CLA 220 D 7 G DCT SENSATION 2017,Desvres
2017,Automatique,Diesel,84000,78000,22500,MERCEDES CLA (2) 200 D SENSATION 7G-DCT - 2017,Avignon
2013,Automatique,Diesel,83000,132000,17990,MERCEDES CLA CLASSE 220 CDI FASCINATION 170 CH 7G,Toulon
